"gender","age","height","weight","nc.score"
"4058","Female",22,174,71.9,2.22
"4059","Male",23,176,73.7,3.3
"4060","Male",21,168,67.3,3.91
"4061","Female",24,174,72.6,3.51
"4062","Male",21,185,84.8,1.13
"4063","Female",24,167,72.1,2.39
"4064","Male",20,186,87.7,2.39
"4065","Male",21,192,90.7,1.76
"4066","Female",23,163,68.6,1.8
"4067","Female",23,159,65.7,1.25
"4068","Male",21,161,66.9,3.92
"4069","Male",18,169,70.6,3.8
"4070","Female",18,168,69.4,3.7
"4071","Female",27,157,66.6,1.58
"4072","Female",24,155,58.8,2.9
"4073","Male",24,175,73.3,2.74
"4074","Female",23,165,69.5,1.52
"4075","Female",21,174,78.3,1.71
"4076","Male",23,184,80.6,2.42
"4077","Female",20,163,62.9,1.75
"4078","Female",18,168,68.1,3.58
"4079","Female",24,162,64.5,2.14
"4080","Female",22,170,68.6,3.07
"4081","Female",19,170,75.2,1.27
"4082","Female",19,155,63.2,1.71
"4083","Male",26,184,84.7,3.12
"4084","Male",21,172,71.8,1.73
"4085","Male",21,174,74.4,1.13
"4086","Female",23,156,66.2,3.46
"4087","Female",22,171,71.1,3.51
"4088","Female",50,163,64.9,2.43
"4089","Female",22,166,68.2,3.57
"4090","Female",20,176,75.4,3.89
"4091","Male",22,182,78.5,2.76
"4092","Female",22,170,70.6,3.84
"4093","Female",41,157,63.8,1.29
"4094","Male",22,180,78.8,1.95
"4095","Male",19,177,74.6,1.29
"4096","Male",24,188,90,1.47
"4097","Male",21,179,79.1,1.45
"4098","Female",21,167,68.4,2.71
"4099","Female",21,176,71.7,2.18
"4100","Female",21,176,75.4,1.89
"4101","Female",20,164,66.2,1.55
"4102","Female",21,173,74.5,1.02
"4103","Male",22,187,81.8,3.88
"4104","Male",20,187,85.9,3.04
"4105","Female",22,170,74.1,1.66
"4106","Female",20,172,73.4,1.28
"4107","Female",22,167,67.7,3.58
"4108","Female",20,163,68.9,1.14
"4109","Female",23,162,66.9,1.23
"4110","Male",23,169,74.5,1.16
"4111","Female",20,153,60.4,1.46
"4112","Male",22,171,72.2,2.24
"4113","Male",21,168,73.4,1.45
"4114","Female",21,147,59.3,2.59
"4115","Male",22,188,86.3,1.26
"4116","Female",19,172,71.1,2.86
"4117","Male",23,182,79.6,3.36
"4118","Female",19,161,67.5,2.94
"4119","Male",21,185,84.8,1.69
"4120","Male",25,172,70.7,1.78
"4121","Female",21,169,73.2,3.1
"4122","Female",55,159,63.4,1.03
"4123","Female",24,162,62.8,2.64
"4124","Male",22,186,86.4,1.81
"4125","Male",37,179,76.1,1.94
"4126","Male",22,194,90.7,1.93
"4127","Female",24,161,64.9,2.46
"4128","Female",21,161,63.6,3.9
"4129","Male",37,173,75.9,2.6
"4130","Male",21,190,89,2.27
"4131","Male",20,180,79,3.43
"4132","Female",18,162,67.7,3.14
"4133","Female",20,164,66.9,1.5
"4134","Female",24,167,68.3,1.23
"4135","Male",20,175,75.2,2.48
"4136","Female",18,165,67.9,1.21
"4137","Male",21,174,74,3.71
"4138","Female",19,156,63.3,3.8
"4139","Female",21,165,66.6,1.9
"4140","Female",19,172,77.9,3.08
"4141","Male",21,184,86.2,3.93
"4142","Female",24,176,76.5,1.44
"4143","Male",21,185,85.1,1.85
"4144","Male",21,170,68,1.95
"4145","Male",22,174,72.8,2.17
"4146","Female",24,175,74.7,2.28
"4147","Female",23,165,70.8,1.69
"4148","Male",21,192,87,1.79
"4149","Male",22,189,87.9,3.23
"4150","Male",23,174,72.1,2.58
"4151","Female",20,156,60.7,2.11
"4152","Male",18,181,81,2.42
"4153","Female",19,172,74.4,2.82
"4154","Male",19,171,68.5,1.18
"4155","Male",21,180,76.9,3.36
"4156","Female",23,172,66.3,3.47
"4157","Male",20,189,85.8,3.3
"4158","Female",59,153,62.4,3.66
"4159","Male",25,179,78.4,1.65
"4160","Female",22,172,68.8,2
"4161","Male",22,182,78.4,2.04
"4162","Female",23,162,70.2,3.34
"4163","Male",37,173,69.9,3.55
"4164","Male",21,179,73.7,2.2
"4165","Male",24,167,68.1,2.84
"4166","Male",21,179,75.6,2.01
"4167","Male",22,184,81.3,2.35
"4168","Male",20,174,78.4,2.86
"4169","Female",21,166,64.9,1.96
"4170","Male",21,170,71.7,2.26
"4171","Male",21,186,88,1.25
"4172","Female",22,168,68.2,2.46
"4173","Female",20,155,63.9,2.43
"4174","Female",23,162,65.7,3.98
"4175","Male",20,175,72,2.27
"4176","Male",20,174,73.7,1.1
"4177","Female",20,171,68.8,1.73
"4178","Male",21,175,75.6,2.87
"4179","Female",22,151,62.1,1.71
"4180","Female",22,162,67,1.12
"4181","Male",19,174,72.8,1.3
"4182","Male",27,182,81.6,1.98
"4183","Male",24,182,80.9,2.25
"4184","Male",23,166,68.9,2.73
"4185","Female",18,163,71.1,3.1
"4186","Female",23,153,57.7,1.04
"4187","Female",22,170,73.5,2.14
"4188","Female",21,161,66.5,1.55
"4189","Female",19,167,68.9,1.4
"4190","Female",21,165,66.6,1.01
"4191","Male",22,162,64.4,2.89
"4192","Male",20,178,78,2.18
"4193","Male",57,169,70.1,1.69
"4194","Female",22,176,76.1,3.86
"4195","Male",23,181,74.8,2.44
"4196","Male",21,168,68.3,2.84
"4197","Female",19,160,61.8,2.55
"4198","Female",19,168,66.6,2.39
"4199","Female",23,167,68,1.97
"4200","Female",21,158,65.5,1.42
"4201","Female",20,151,60,2.6
"4202","Male",21,174,70.2,3.97
"4203","Female",59,158,59.9,2.86
"4204","Female",22,157,66.2,1.5
"4205","Female",21,158,69.3,2.49
"4206","Female",20,160,66.7,1.4
"4207","Male",22,181,84.6,3.45
"4208","Female",26,164,66,2.15
"4209","Male",20,173,70.6,2.98
"4210","Male",19,180,75.6,3.3
"4211","Female",20,162,61.8,1.3
"4212","Male",19,181,77.4,2.55
"4213","Male",25,175,75.5,2.94
"4214","Male",21,178,75.8,2.45
"4215","Female",22,162,64.6,1.14
"4216","Female",20,154,63.4,2.51
"4217","Male",20,177,79,3.1
"4218","Male",22,182,80.5,2.03
"4219","Male",20,181,79.1,3.59
"4220","Female",22,160,62.7,2.85
"4221","Female",22,180,82,2.15
"4222","Male",22,173,74.2,1.19
"4223","Male",21,179,80.7,2.81
"4224","Male",20,186,83.9,1.34
"4225","Male",20,182,79.7,1.37
"4226","Female",18,163,67.3,3.34
"4227","Female",20,171,70,1.01
"4228","Male",22,171,73.2,2.13
"4229","Female",24,160,61.4,1.82
"4230","Female",21,155,61.1,1.11
"4231","Female",23,159,65.7,1.32
"4232","Female",20,172,75.5,3.71
"4233","Male",19,175,77.8,1.29
"4234","Female",19,170,67.3,1.29
"4235","Female",19,174,69.1,3.88
"4236","Female",20,162,65.8,2.98
"4237","Male",23,187,85.1,1.19
"4238","Female",21,164,68.2,1.35
"4239","Female",19,165,69.6,1.86
"4240","Male",24,182,77.8,2.24
"4241","Female",22,175,72.1,2.47
"4242","Male",18,180,81.6,3.73
"4243","Male",21,183,82.4,1.05
"4244","Female",21,158,63.3,1.07
"4245","Female",21,164,66.9,2.57
"4246","Female",46,158,62.9,1.64
"4247","Male",19,187,86.9,2.86
"4248","Female",22,162,67.6,3.4
"4249","Male",23,175,76.6,1.26
"4250","Female",19,161,64.6,3.12
"4251","Female",31,152,63.3,1.33
"4252","Male",25,184,83.1,1.67
"4253","Female",19,158,62.9,2.55
"4254","Male",22,170,72.2,3.23
"4255","Female",21,166,64.2,2.06
"4256","Male",19,174,74.3,3.13
"4257","Male",21,176,71.1,2.51
"4258","Male",21,188,86.2,1.44
"4259","Male",20,177,79.4,1.72
"4260","Female",19,157,61.2,3.59
"4261","Male",19,165,66,2.18
"4262","Male",24,184,80.3,2.37
"4263","Female",21,164,67.4,2.37
"4264","Female",22,157,63.5,2.4
"4265","Female",22,166,61.4,1.84
"4266","Male",20,162,68.7,1.29
"4267","Female",20,158,62.4,1.01
"4268","Male",22,183,84.4,2.66
"4269","Male",19,187,86.7,1.35
"4270","Female",24,170,67.6,2.38
"4271","Female",21,168,71.9,1.14
"4272","Female",21,147,59,3.64
"4273","Female",21,140,56.1,3.32
"4274","Female",21,163,62.9,2.74
"4275","Male",23,186,84.4,2.73
"4276","Female",20,172,73.8,1.17
"4277","Male",20,192,87.5,1.61
"4278","Female",25,178,78.6,1.51
"4279","Male",23,168,68.9,2.84
"4280","Female",20,177,77.3,1.57
"4281","Male",22,195,97.8,3.29
"4282","Female",23,172,71.6,1.27
"4283","Female",19,153,61.7,1.2
"4284","Male",24,167,67.8,3.2
"4285","Female",21,176,73.7,3.6
"4286","Female",24,167,64.7,1.52
"4287","Male",22,178,74.1,2.52
"4288","Male",19,173,69.5,2.88
"4289","Female",18,166,66.7,2.15
"4290","Male",21,182,85.6,2.32
"4291","Female",22,170,68.9,1.61
"4292","Female",21,160,67.3,3.65
"4293","Male",21,178,77,1.92
"4294","Male",28,171,69.5,1.19
"4295","Male",20,186,86.3,1.6
"4296","Female",20,165,63.3,1.18
"4297","Male",20,176,79,1.57
"4298","Male",23,181,80.4,1.18
"4299","Female",23,161,60.5,2.74
"4300","Female",22,166,66.7,1.89
"4301","Female",21,177,76.8,2.94
"4302","Male",19,182,80.3,1.55
"4303","Female",22,173,76.9,3.26
"4304","Male",18,178,77.2,1.23
"4305","Male",24,179,76.8,3.97
"4306","Female",19,158,68.3,2.12
"4307","Male",23,182,76.8,1.29
"4308","Male",24,188,83.7,3.09
"4309","Female",22,165,67,1.47
"4310","Female",19,160,63.9,1.06
"4311","Female",22,176,73.3,1.68
"4312","Male",20,187,85.7,2.4
"4313","Female",20,163,69.2,2.25
"4314","Female",27,153,57.4,1.72
"4315","Female",22,160,63.9,1.85
"4316","Male",25,169,73.2,1.4
"4317","Male",18,174,74.3,1.27
"4318","Female",19,172,69.4,2.86
"4319","Female",20,159,66.3,1.41
"4320","Female",23,169,72.5,3.23
"4321","Male",19,189,90.2,2.33
"4322","Male",21,177,79.1,3.71
"4323","Male",21,191,90,3.35
"4324","Male",19,168,68.3,1.29
"4325","Female",19,145,62,2.69
"4326","Female",22,160,65.6,1.12
"4327","Male",20,180,78,3.78
"4328","Male",21,175,76.6,3.58
"4329","Male",36,168,69.1,1.69
"4330","Male",20,181,77.5,1.82
"4331","Female",22,169,72.8,2.61
"4332","Female",23,157,62.5,3.09
"4333","Male",24,184,80.4,2.18
"4334","Male",20,185,81.7,3.3
"4335","Female",20,166,69.5,3.29
"4336","Male",19,177,71.9,3.03
"4337","Male",20,179,78.5,4
"4338","Female",23,173,77.9,1.31
"4339","Male",46,183,82.9,1.77
"4340","Male",19,175,74.5,2.29
"4341","Male",23,178,77.1,1.7
"4342","Female",19,160,64.4,2.4
"4343","Female",20,172,73.5,1.69
"4344","Female",20,149,59.7,1.97
"4345","Female",22,149,63.1,2.61
"4346","Female",22,173,70.5,2.71
"4347","Male",21,187,83,2.96
"4348","Male",21,168,72,1.02
"4349","Female",19,171,65.9,1.9
"4350","Female",23,156,65,1.76
"4351","Male",19,167,67.2,1.18
"4352","Male",23,177,79,2.26
"4353","Female",20,164,67.8,2.11
"4354","Male",22,180,77.6,2.4
"4355","Male",22,172,73.3,2.79
"4356","Male",23,184,80.3,2.65
"4357","Female",21,163,64,1.61
"4358","Female",19,160,67.1,2.39
"4359","Male",22,168,68.8,1.32
"4360","Female",23,165,68.1,1.58
"4361","Male",20,178,77.4,1.01
"4362","Female",20,171,73.9,1.7
"4363","Male",22,178,80.9,1.07
"4364","Male",23,188,85.8,3.31
"4365","Female",21,169,66,2.18
"4366","Female",24,172,73.6,2.38
"4367","Female",21,155,59.3,1.22
"4368","Female",19,169,68.6,2.71
"4369","Male",21,172,70.6,2.54
"4370","Male",21,184,87.8,1.15
"4371","Male",21,170,73.3,2.8
"4372","Male",20,182,84.2,3.58
"4373","Male",22,183,78.8,3.32
"4374","Female",22,162,66.7,2.24
"4375","Male",20,181,80.5,2.09
"4376","Male",23,174,80.5,1.99
"4377","Female",24,162,62.7,2.97
"4378","Female",22,163,71.5,1.3
"4379","Female",22,152,61,2.8
"4380","Female",23,171,70.3,3.13
"4381","Female",23,157,67.9,1.1
"4382","Female",23,176,74.6,1.03
"4383","Female",19,165,68.6,2.62
"4384","Male",18,176,76.4,1.87
"4385","Male",20,167,67.3,3.53
"4386","Male",24,182,79.6,2.75
"4387","Female",21,161,62.6,1.25
"4388","Male",24,186,83.3,1.93
"4389","Male",20,175,75.3,2.9
"4390","Male",25,175,76.4,1.28
"4391","Male",24,188,87.6,1.2
"4392","Male",20,190,90.1,1.25
"4393","Female",21,175,78.5,2.7
"4394","Male",25,178,77.7,3.59
"4395","Female",24,176,74,1.3
"4396","Female",19,163,67.6,1.07
"4397","Male",21,168,71.2,2.18
"4398","Male",24,179,75.8,2.37
"4399","Male",22,177,73.9,1.71
"4400","Female",25,150,60.1,2.58
"4401","Female",23,172,75.5,1.14
"4402","Male",22,191,89.8,2.22
"4403","Male",20,172,69.6,3.71
"4404","Male",35,176,73.1,1.37
"4405","Female",20,170,70.1,2.54
"4406","Male",22,182,80,3.27
"4407","Female",25,154,61.6,2.18
"4408","Male",24,180,75,2.62
"4409","Male",25,185,84.5,1.99
"4410","Male",23,192,91,3.39
"4411","Female",20,163,64.2,3.45
"4412","Female",19,149,60.7,2.11
"4413","Female",20,158,63.7,1.99
"4414","Female",20,158,62.9,2.34
"4415","Male",22,179,80.2,2.45
"4416","Male",24,173,74.5,1.85
"4417","Male",22,175,76.2,1.7
"4418","Female",22,156,61.2,1.97
"4419","Female",37,170,74.7,1.08
"4420","Male",19,174,74.4,1.92
"4421","Male",28,184,86.4,2.79
"4422","Female",60,170,69.1,1.77
"4423","Female",22,172,72.8,3.3
"4424","Male",22,164,66,2.22
"4425","Female",19,149,62.3,2.66
"4426","Female",24,166,63.6,1.09
"4427","Male",20,176,72.8,2.43
"4428","Female",25,161,64.1,1.24
"4429","Female",23,159,66.4,1.76
"4430","Male",21,189,90,1.34
"4431","Female",22,174,71.2,3.08
"4432","Female",20,161,63,1.41
"4433","Female",24,159,66.1,2.83
"4434","Female",20,173,74,2.72
"4435","Male",21,188,88.8,2.12
"4436","Male",24,190,89.9,3.04
"4437","Male",22,186,86.5,1.29
"4438","Male",21,184,87.6,3.11
"4439","Male",18,192,90.2,1.88
"4440","Male",21,176,78.7,3.88
"4441","Male",23,195,96.1,1.37
"4442","Male",24,163,67.7,2.89
"4443","Male",21,173,69.7,1.31
"4444","Female",20,162,65.5,1.29
"4445","Female",24,170,71.9,2.22
"4446","Female",21,168,67.3,2.03
"4447","Male",22,168,70.5,1.4
"4448","Female",20,168,67,3.4
"4449","Female",22,159,69.7,1.95
"4450","Male",25,170,68.3,1.55
"4451","Male",20,176,73.4,1.31
"4452","Female",25,151,63.2,1.66
"4453","Male",41,191,90.3,2.17
"4454","Male",20,171,71.6,2.9
"4455","Female",22,160,63.8,2.24
"4456","Female",22,175,75.9,1.11
"4457","Male",31,163,70.8,3.29
"4458","Male",49,181,75.6,3.51
"4459","Female",22,160,66,2.34
"4460","Male",22,173,75.2,3.5
"4461","Female",22,162,64.3,1.08
"4462","Male",23,182,85.6,1.18
"4463","Male",25,187,85.2,1.12
"4464","Female",22,167,73.2,1.1
"4465","Male",23,171,70.7,1.6
"4466","Female",25,165,69.2,3.71
"4467","Male",35,187,89,2.21
"4468","Male",20,181,76.4,1.19
"4469","Male",19,176,76,1.31
"4470","Male",25,184,81.6,2.07
"4471","Male",23,172,72.5,1.25
"4472","Female",20,160,63.4,3.14
"4473","Male",21,171,65.5,2.74
"4474","Male",22,176,75,3.04
"4475","Male",19,170,69.1,1.42
"4476","Male",21,191,87.5,2.58
"4477","Male",40,162,66.1,1.3
"4478","Female",21,171,70.2,2.86
"4479","Male",22,184,81.3,1.31
"4480","Female",21,166,65.6,1.61
"4481","Male",22,176,74.8,3.27
"4482","Male",20,179,80.3,3.2
"4483","Female",21,177,76.2,1.68
"4484","Female",25,170,73.3,2.4
"4485","Female",22,150,58.5,1.98
"4486","Male",19,179,75.1,1.6
"4487","Female",21,164,67.8,1.59
"4488","Male",22,173,71.3,1
"4489","Male",22,181,78.5,1.07
"4490","Female",19,176,74.1,2.19
"4491","Female",21,160,63,2.45
"4492","Male",19,174,73.9,2.9
"4493","Female",23,164,66,2.11
"4494","Female",21,168,71.7,2.43
"4495","Male",19,185,86,1.77
"4496","Female",26,165,68.4,2.01
"4497","Male",21,173,72.3,2.19
"4498","Female",24,172,72,2.31
"4499","Female",22,171,70.8,2.63
"4500","Female",20,156,62.2,3.54
"4501","Male",21,174,77.6,2.75
"4502","Male",23,190,92.5,3.13
"4503","Male",21,192,89.2,2.63
"4504","Male",23,173,72,3.41
"4505","Female",21,166,68.4,2.72
"4506","Male",20,186,81.9,1.31
"4507","Male",23,185,81.5,2.6
"4508","Female",19,164,66.8,2.88
"4509","Male",22,174,74,2
"4510","Female",22,164,67.5,2.44
"4511","Male",20,178,79.4,1.68
"4512","Male",19,186,81.2,3.47
"4513","Male",20,185,85.1,3.3
"4514","Female",23,170,71.4,2.16
"4515","Male",25,176,78.3,1.65
"4516","Male",21,183,83.8,2.27
"4517","Female",22,160,67.1,3.64
"4518","Male",49,186,82.2,1.47
"4519","Female",23,148,56.7,1.34
"4520","Male",21,174,74.1,1.32
"4521","Male",21,182,77.3,1.13
"4522","Male",22,173,71.3,2.74
"4523","Female",23,179,77,1.09
"4524","Female",21,163,69.8,1.93
"4525","Female",19,164,69.8,3.91
"4526","Female",19,160,65.2,1.69
"4527","Male",22,159,63.9,1.05
"4528","Male",20,183,80.5,2.42
"4529","Female",22,175,71.4,3.87
"4530","Female",20,159,66.8,3.36
"4531","Female",22,172,73.2,3.76
"4532","Male",21,177,76.9,3.03
"4533","Female",18,170,67.4,3.38
"4534","Female",21,155,57.7,2.23
"4535","Female",19,160,68.3,3.45
"4536","Female",20,158,63.8,2.2
"4537","Female",21,157,67.1,1.51
"4538","Female",20,162,69.2,3.38
"4539","Male",63,174,71,3.71
"4540","Male",40,185,85.3,3.32
"4541","Female",21,157,63.5,1.46
"4542","Female",21,165,72.2,1.35
"4543","Female",22,164,68.8,1.14
"4544","Female",20,160,62.9,3.51
"4545","Female",22,156,66.6,3.47
"4546","Female",20,160,65.1,1.99
"4547","Male",24,172,73.4,2.88
"4548","Female",22,156,64,2.82
"4549","Female",25,167,66.7,2.61
"4550","Female",34,166,67.9,2
"4551","Male",19,185,86.5,3.13
"4552","Male",21,172,75.3,2.17
"4553","Male",22,180,79.1,1.7
"4554","Female",21,155,61.9,3.51
"4555","Male",21,179,79.3,2.51
"4556","Male",21,182,81.3,3.1
"4557","Female",21,152,63.1,1.72
"4558","Male",22,184,84.4,3.78
"4559","Female",20,162,68.1,2.99
"4560","Male",21,182,78.6,2.08
"4561","Female",23,159,61.3,3.07
"4562","Male",19,188,85.9,3.37
"4563","Male",18,174,75.7,1.03
"4564","Male",19,173,74.2,2.07
"4565","Female",23,160,59.7,2.19
"4566","Female",22,168,68.5,1.95
"4567","Female",19,168,70.7,1.34
"4568","Male",23,179,74.3,2.87
"4569","Male",20,177,82.6,1.4
"4570","Male",20,175,71.4,3.91
"4571","Female",24,163,68.3,2.17
"4572","Female",22,161,68.2,2.49
"4573","Female",21,172,74.3,2.19
"4574","Female",22,164,62.1,3.07
"4575","Male",24,179,74.3,2.42
"4576","Male",24,181,80.2,3.03
"4577","Female",22,162,66.6,2.43
"4578","Male",20,176,71.9,1.32
"4579","Female",22,157,64.1,2.65
"4580","Male",23,171,69.6,2.27
"4581","Male",20,172,74.7,2.78
"4582","Male",20,170,74.1,2.16
"4583","Male",21,166,71.4,1.92
"4584","Male",20,157,63.7,1.16
"4585","Female",24,149,60,3.18
"4586","Male",23,180,78.9,1.02
"4587","Male",58,170,73.9,1.16
"4588","Male",19,183,85.2,1.71
"4589","Male",21,186,81,1.37
"4590","Male",21,176,80,1.44
"4591","Female",23,172,72.8,2.06
"4592","Female",23,157,60.2,1.31
"4593","Female",20,164,65.6,2.34
"4594","Male",21,170,66.5,2.34
"4595","Female",23,159,65.8,1.31
"4596","Female",20,174,73.5,3.03
"4597","Female",21,158,63.6,3.79
"4598","Male",26,165,62.8,3.25
"4599","Male",22,174,75.8,3.74
"4600","Female",21,156,66.7,2.23
"4601","Female",20,150,60.4,3.85
"4602","Female",23,158,63.9,2.36
"4603","Female",45,177,77.4,1.84
"4604","Female",22,172,71,1.51
"4605","Male",21,173,74.1,2.39
"4606","Female",23,155,62.1,1.68
"4607","Female",22,159,66.2,1.3
"4608","Male",22,175,77.1,2.52
"4609","Male",20,174,69.4,1.94
"4610","Male",21,192,91.4,2.22
"4611","Male",22,188,85.4,2.31
"4612","Male",31,187,84.1,1.98
"4613","Male",21,187,88.6,2.05
"4614","Male",23,171,65.1,1.57
"4615","Female",51,162,66,3.16
"4616","Female",23,171,72.5,3.14
"4617","Female",19,156,63.7,2.09
"4618","Male",22,195,90.2,3.21
"4619","Male",22,185,86.5,1.93
"4620","Male",20,172,71.7,1.43
"4621","Male",20,179,76.3,2.15
"4622","Female",20,167,69.2,1.13
"4623","Male",20,183,82.3,2.05
"4624","Male",19,194,92.2,1.2
"4625","Female",20,171,71,2.65
"4626","Female",25,162,65,1.86
"4627","Female",22,162,68.1,2.93
"4628","Female",20,168,68.8,1.52
"4629","Male",23,172,71.6,1.4
"4630","Male",19,167,66.2,1.18
"4631","Male",23,186,88.2,3.07
"4632","Male",18,193,91.7,1.56
"4633","Female",21,168,70.3,1.3
"4634","Male",26,183,81.2,1.71
"4635","Male",22,175,73.6,3.14
"4636","Female",23,148,57.7,2.11
"4637","Female",20,173,72.8,1.75
"4638","Female",20,176,78.6,2.47
"4639","Female",21,166,68.2,2.31
"4640","Male",21,176,76.1,2.09
"4641","Male",23,190,89.3,2.42
"4642","Male",23,182,79.8,1.48
"4643","Male",22,185,81,1.75
"4644","Male",21,172,69.8,1.92
"4645","Male",20,170,76.4,2.15
"4646","Female",20,165,64.2,3.46
"4647","Male",21,180,76.8,1.52
"4648","Male",20,170,67.3,2.41
"4649","Male",23,175,73.8,3.29
"4650","Male",23,175,73.1,2.59
"4651","Male",21,169,68.5,2.19
"4652","Male",54,179,77.9,2.08
"4653","Male",21,182,79,2.75
"4654","Female",20,161,68.2,2.88
"4655","Female",20,177,73.8,3.78
"4656","Female",19,154,62.3,1.86
"4657","Female",23,155,61.6,2.07
"4658","Male",23,182,80.1,1.38
"4659","Female",20,163,64,3.38
"4660","Male",22,173,71.9,2.59
"4661","Male",19,176,72.7,3.65
"4662","Female",21,172,75.5,3.09
"4663","Male",22,171,66.6,1.87
"4664","Male",46,180,76.1,2.01
"4665","Female",22,173,72.9,1.61
"4666","Female",23,172,73.6,2.5
"4667","Female",23,158,59.5,2.05
"4668","Male",21,174,75.9,1.19
"4669","Male",22,166,62.8,1.01
"4670","Male",20,193,90.9,1.74
"4671","Male",22,175,72.2,1.22
"4672","Male",23,167,67,1.1
"4673","Female",21,154,65.3,1.23
"4674","Female",25,156,62.4,2.89
"4675","Male",21,182,78.1,2.39
"4676","Female",20,165,67.1,1.15
"4677","Male",20,185,84.7,3.94
"4678","Male",19,186,83,2.37
"4679","Male",22,173,72.8,2.05
"4680","Female",59,160,61.1,2.42
"4681","Male",23,188,84.6,1.41
"4682","Male",42,174,71.7,2.32
"4683","Male",57,180,82,1.26
"4684","Female",24,155,65.4,3.02
"4685","Male",20,196,97.9,3.27
"4686","Female",22,146,61.7,1.69
"4687","Male",20,173,76.4,1.08
"4688","Male",21,177,76.5,3.36
"4689","Male",20,191,90.1,1.75
"4690","Female",22,146,59.5,2.16
"4691","Male",20,168,72.3,1.14
"4692","Male",27,180,75.3,1.77
"4693","Male",20,166,66.5,3.67
"4694","Female",18,166,67.1,2.92
"4695","Male",21,182,83.6,1.17
"4696","Male",22,159,59.6,2.05
"4697","Female",22,155,63.9,2.08
"4698","Female",20,161,65,2.15
"4699","Male",20,171,71.5,2.27
"4700","Female",24,151,62.5,2.02
"4701","Male",19,189,85.8,2.33
"4702","Female",22,161,63.7,1.1
"4703","Male",19,169,65.6,2.05
"4704","Female",21,169,71.1,1.56
"4705","Female",22,162,66.3,2.52
"4706","Female",22,173,73,1.07
"4707","Female",22,161,69.6,1.12
"4708","Male",20,181,80.7,2
"4709","Female",19,165,64,2.07
"4710","Female",22,166,71.7,3.76
"4711","Male",23,185,82,2.02
"4712","Female",23,154,62.2,1.41
"4713","Female",20,156,65,2.14
"4714","Male",21,174,77.1,3.5
"4715","Female",20,168,68.2,1.76
"4716","Male",24,180,80.7,2.04
"4717","Male",20,178,76,1.03
"4718","Female",22,155,64.2,1.51
"4719","Male",22,173,73.2,2.64
"4720","Male",25,174,71.7,2.34
"4721","Male",21,167,69.2,1.45
"4722","Male",22,172,70.7,1.81
"4723","Female",21,172,67.1,1.55
"4724","Male",22,198,97.6,1.78
"4725","Female",19,164,64.5,1.19
"4726","Male",22,178,80.1,2.98
"4727","Male",21,181,80.9,3.55
"4728","Male",22,174,74.7,2.63
"4729","Male",22,171,70.6,1.52
"4730","Male",23,190,88,2.02
"4731","Female",20,154,61.3,3.39
"4732","Male",19,182,79.3,1.71
"4733","Male",23,177,74.7,2.27
"4734","Male",23,177,77.8,2.78
"4735","Female",19,166,70.7,3.97
"4736","Male",20,174,74.9,1.21
"4737","Male",25,177,75.9,3.53
"4738","Male",19,187,79.3,3.37
"4739","Male",20,175,68.2,3.22
"4740","Male",20,168,69.9,1.61
"4741","Female",21,176,74.3,3.38
"4742","Male",21,185,84.1,1.95
"4743","Male",24,192,96.3,1.34
"4744","Male",23,180,80.6,3.15
"4745","Female",19,160,69.5,2.47
"4746","Male",21,183,81.2,1.94
"4747","Male",22,160,68,2.36
"4748","Male",25,187,85.7,3.85
"4749","Male",22,174,76.8,3.7
"4750","Female",20,163,64.8,1.13
"4751","Male",20,182,82.5,2.34
"4752","Male",20,167,66,2.45
"4753","Female",21,174,75.9,2.22
"4754","Male",22,183,84.9,1.22
"4755","Female",20,160,63.8,1.12
"4756","Male",23,178,74.8,2.94
"4757","Male",19,178,81.7,3.48
"4758","Male",24,194,96.2,2.74
"4759","Female",23,160,64.5,2.47
"4760","Male",22,201,103.1,2.65
"4761","Male",21,178,74.2,1.69
"4762","Male",21,196,98.6,1.76
"4763","Female",23,160,65.3,1.82
"4764","Male",22,184,85,3.3
"4765","Male",20,180,81.1,1.86
"4766","Male",21,181,77.8,2.01
"4767","Male",21,181,78.8,1.85
"4768","Female",18,172,68.2,3.9
"4769","Male",21,186,83.5,3.28
"4770","Female",20,151,58.2,3.41
"4771","Male",20,175,73.2,2.38
"4772","Male",26,187,85.1,1.18
"4773","Male",22,174,76,1.54
"4774","Female",20,161,66.5,1.26
"4775","Male",20,164,66.1,2.31
"4776","Female",19,165,65.8,1.14
"4777","Male",20,172,70.9,1.89
"4778","Male",19,179,77,2.59
"4779","Female",22,176,78,1.59
"4780","Female",20,184,85.3,2.05
"4781","Male",23,180,76.1,2.93
"4782","Male",21,188,87.1,1.23
"4783","Female",23,154,63.3,1.17
"4784","Male",52,186,86.4,2.54
"4785","Male",22,182,78.4,3.85
"4786","Male",25,183,83.1,1.98
"4787","Female",21,157,62.3,1.47
"4788","Male",18,163,68.9,1.31
"4789","Male",28,158,65.5,2.67
"4790","Male",20,185,83.3,2.47
"4791","Female",21,135,51.4,3.23
"4792","Male",20,170,72.6,2.07
"4793","Male",23,177,74.9,2.1
"4794","Female",20,189,87.6,1.95
"4795","Male",20,175,75.7,1.11
"4796","Male",22,182,84.1,1.15
"4797","Female",20,166,66.2,2.7
"4798","Female",20,155,58.2,1.46
"4799","Female",22,152,63.4,1.19
"4800","Female",20,166,68.1,1.31
"4801","Male",20,182,77.3,1.03
"4802","Female",24,171,72.6,1.8
